sprint_id,dev_id,task_id,experience_level,skill_frontend,skill_backend,skill_db,task_type,task_complexity,story_points,req_frontend,req_backend,req_db,current_tasks,current_workload,availability,skill_match_score,velocity_contribution,completion_time,defects,performance_score
1,D21,T95,3,1.0,4.0,5.0,backend,8,3,1,3,0,4,32,0.0,0.73,1.46,33.71,6,0.0
1,D2,T71,2,3.0,3.0,3.0,frontend,4,8,2,0,1,3,24,16.78,0.67,3.92,14.01,3,5.29
1,D11,T59,2,4.0,5.0,2.0,backend,3,8,1,2,2,4,12,32.01,0.49,3.35,11.65,1,14.62
1,D30,T39,3,1.0,2.0,2.0,frontend,4,2,3,0,2,1,4,77.37,0.66,1.25,20.15,0,26.21
1,D28,T97,3,3.0,1.0,4.0,backend,9,2,1,3,0,2,14,50.15,0.54,0.9,21.92,5,0.0
1,D12,T67,2,4.0,4.0,1.0,backend,5,6,2,5,0,4,16,16.32,0.75,3.65,26.3,4,0.0
1,D1,T16,3,4.0,5.0,3.0,frontend,3,4,5,2,0,5,35,0.0,0.64,1.66,7.57,2,0.0
1,D15,T99,1,4.0,3.0,3.0,db,2,6,2,2,3,2,16,16.11,0.89,4.33,5.51,0,49.33
1,D1,T43,3,4.0,5.0,3.0,db,9,7,2,1,5,4,24,0.0,0.5,2.56,66.09,4,0.0
1,D24,T87,1,4.0,4.0,4.0,backend,2,4,1,1,1,3,9,54.09,0.4,1.42,12.39,4,0.0
1,D15,T67,1,4.0,3.0,3.0,backend,5,6,2,5,0,1,8,71.86,0.57,3.08,36.46,0,4.05
1,D16,T85,1,3.0,5.0,2.0,frontend,9,1,4,1,2,4,16,25.89,0.68,0.55,24.45,3,7.67
1,D29,T52,2,2.0,3.0,1.0,frontend,9,7,1,1,0,3,18,10.67,0.75,4.14,22.49,6,0.0
1,D22,T99,3,5.0,3.0,5.0,db,2,6,2,2,3,3,21,0.0,0.62,2.82,4.87,2,0.0
1,D4,T35,1,1.0,4.0,2.0,frontend,3,3,1,1,2,4,32,0.0,0.85,1.7,12.69,1,17.15
1,D21,T20,3,1.0,4.0,5.0,db,2,1,2,0,4,3,24,0.0,0.65,0.48,9.96,1,0.0
1,D3,T52,3,5.0,2.0,4.0,frontend,9,7,1,1,0,4,32,0.0,0.35,1.64,34.71,5,0.0
1,D14,T53,1,1.0,5.0,5.0,backend,10,4,2,5,1,5,30,0.0,0.83,2.27,36.48,7,0.0
1,D27,T10,2,3.0,1.0,5.0,frontend,2,8,3,0,0,1,5,77.35,0.8,6.0,9.13,1,38.42
1,D27,T1,2,3.0,1.0,5.0,frontend,1,3,2,1,2,3,18,11.32,0.79,1.87,4.5,1,36.98
1,D29,T50,2,2.0,3.0,1.0,db,10,2,0,0,2,2,8,66.03,0.67,1.21,21.76,3,14.79
1,D25,T9,3,2.0,4.0,1.0,backend,8,4,0,3,0,5,25,0.0,0.75,2.17,53.24,5,0.0
1,D23,T15,3,3.0,4.0,2.0,backend,5,6,0,1,1,1,6,67.0,0.46,2.55,13.03,0,37.81
1,D26,T33,1,3.0,1.0,4.0,backend,10,3,0,5,2,2,10,44.7,0.31,0.82,47.79,6,0.0
1,D3,T2,3,5.0,2.0,4.0,db,8,3,0,1,3,5,15,15.32,0.68,1.67,46.2,2,0.0
1,D8,T96,2,2.0,1.0,2.0,frontend,5,3,4,0,0,2,14,37.62,0.65,1.62,23.43,0,17.56
1,D9,T42,3,4.0,4.0,5.0,frontend,6,5,4,0,0,1,7,61.22,0.65,2.97,23.28,1,30.94
1,D24,T15,1,4.0,4.0,4.0,backend,5,6,0,1,1,3,12,59.95,0.35,1.79,12.21,1,4.85
1,D3,T3,3,5.0,2.0,4.0,db,1,1,0,2,4,4,24,0.0,0.85,0.62,5.95,0,35.72
1,D23,T74,3,3.0,4.0,2.0,db,3,5,0,1,5,1,5,77.28,0.4,1.88,9.83,0,49.53
1,D24,T74,1,4.0,4.0,4.0,db,3,5,0,1,5,1,6,73.06,0.61,2.82,5.16,0,44.86
1,D18,T30,2,5.0,3.0,4.0,frontend,6,1,1,1,1,5,25,0.0,0.33,0.24,15.49,2,0.0
1,D3,T87,3,5.0,2.0,4.0,backend,2,4,1,1,1,2,6,78.6,0.59,2.18,13.45,0,40.92
1,D6,T50,3,3.0,4.0,4.0,db,10,2,0,0,2,6,30,0.0,0.47,0.64,32.63,5,0.0
1,D21,T72,3,1.0,4.0,5.0,db,3,7,2,2,4,1,5,82.66,0.75,4.92,4.08,0,68.27
1,D23,T60,3,3.0,4.0,2.0,frontend,5,7,2,2,0,1,8,73.17,0.72,4.54,23.55,3,0.0
1,D9,T21,3,4.0,4.0,5.0,frontend,4,1,4,2,2,2,10,63.56,0.81,0.71,19.05,0,32.18
1,D11,T3,2,4.0,5.0,2.0,db,1,1,0,2,4,5,35,0.0,0.49,0.32,4.07,0,0.0
1,D14,T65,1,1.0,5.0,5.0,frontend,4,6,2,2,2,3,15,11.94,0.64,3.15,16.24,4,0.0
1,D18,T93,2,5.0,3.0,4.0,db,8,6,0,0,4,3,21,0.0,0.7,3.19,33.61,1,0.0
1,D3,T10,3,5.0,2.0,4.0,frontend,2,8,3,0,0,2,16,29.83,0.54,3.5,9.19,1,24.23
1,D30,T40,3,1.0,2.0,2.0,backend,1,7,0,4,0,1,4,84.28,0.65,4.32,3.87,1,61.96
1,D12,T29,2,4.0,4.0,1.0,frontend,7,8,3,1,2,6,36,0.0,0.7,3.59,42.1,2,0.0
1,D6,T66,3,3.0,4.0,4.0,backend,10,2,1,4,0,1,5,77.14,0.78,1.46,53.42,2,0.0
1,D23,T81,3,3.0,4.0,2.0,backend,7,1,1,4,0,5,40,0.0,0.84,0.52,34.79,9,0.0
1,D18,T38,2,5.0,3.0,4.0,frontend,2,5,1,0,0,4,20,0.0,0.25,0.96,10.63,0,0.0
1,D3,T63,3,5.0,2.0,4.0,db,5,6,0,0,2,5,30,0.0,0.51,2.09,34.38,3,0.0
1,D18,T13,2,5.0,3.0,4.0,db,6,8,1,0,4,1,6,68.6,0.73,5.41,38.35,0,8.43
1,D7,T53,3,5.0,1.0,2.0,backend,10,4,2,5,1,4,16,45.26,0.34,1.1,65.52,7,0.0
1,D11,T90,2,4.0,5.0,2.0,frontend,10,6,3,2,0,2,8,68.79,0.67,3.62,37.61,4,0.0
1,D20,T9,3,3.0,1.0,2.0,backend,8,4,0,3,0,4,28,0.0,0.55,1.54,28.44,6,0.0
1,D20,T2,3,3.0,1.0,2.0,db,8,3,0,1,3,6,24,9.1,0.79,1.73,15.95,6,0.0
1,D29,T21,2,2.0,3.0,1.0,frontend,4,1,4,2,2,6,30,0.0,0.68,0.46,11.66,1,10.38
1,D14,T94,1,1.0,5.0,5.0,backend,5,8,2,3,0,4,32,0.0,0.56,2.99,15.44,9,0.0
1,D26,T41,1,3.0,1.0,4.0,db,7,1,0,1,4,5,35,0.0,0.91,0.59,25.68,1,5.31
1,D22,T67,3,5.0,3.0,5.0,backend,5,6,2,5,0,3,15,50.96,0.46,2.27,10.56,6,0.0
1,D8,T64,2,2.0,1.0,2.0,backend,3,1,0,3,0,4,12,57.62,0.6,0.51,7.4,0,39.59
1,D1,T91,3,4.0,5.0,3.0,db,3,1,0,2,2,3,15,10.2,0.61,0.5,14.11,3,0.0
1,D25,T19,3,2.0,4.0,1.0,frontend,9,3,2,2,1,3,21,0.0,0.9,2.05,24.11,4,0.0
1,D4,T97,1,1.0,4.0,2.0,backend,9,2,1,3,0,1,5,71.9,0.82,1.54,30.43,4,13.94
1,D24,T11,1,4.0,4.0,4.0,frontend,4,1,3,0,0,1,7,76.26,0.56,0.51,10.1,1,44.11
1,D11,T90,2,4.0,5.0,2.0,frontend,10,6,3,2,0,2,14,16.49,0.67,3.34,78.09,1,0.0
1,D26,T99,1,3.0,1.0,4.0,db,2,6,2,2,3,2,12,59.38,0.8,4.1,7.47,1,75.32
1,D21,T57,3,1.0,4.0,5.0,frontend,9,4,1,0,0,3,18,8.22,0.65,2.05,61.22,8,0.0
1,D25,T44,3,2.0,4.0,1.0,frontend,3,4,4,0,2,3,24,0.28,0.53,1.55,12.72,1,0.0
1,D2,T11,2,3.0,3.0,3.0,frontend,4,1,3,0,0,4,16,38.36,0.76,0.62,22.64,1,29.52
1,D8,T82,2,2.0,1.0,2.0,frontend,4,1,5,1,2,1,7,68.9,0.64,0.58,16.39,0,29.32
1,D10,T5,1,4.0,2.0,4.0,db,2,8,0,1,2,6,30,1.01,0.59,3.22,1.94,0,16.98
1,D26,T40,1,3.0,1.0,4.0,backend,1,7,0,4,0,3,24,3.23,0.37,1.89,3.76,1,8.72
1,D12,T56,2,4.0,4.0,1.0,backend,8,4,1,2,1,4,28,0.0,0.61,1.7,44.92,6,0.0
1,D15,T16,1,4.0,3.0,3.0,frontend,3,4,5,2,0,1,7,68.31,0.74,2.7,13.57,1,46.28
1,D15,T67,1,4.0,3.0,3.0,backend,5,6,2,5,0,6,48,0.0,0.57,1.99,28.97,0,0.0
1,D8,T68,2,2.0,1.0,2.0,backend,2,3,1,2,1,4,24,0.0,0.8,1.76,5.75,0,21.16
1,D16,T58,1,3.0,5.0,2.0,frontend,4,5,3,0,1,1,6,75.23,0.72,3.33,10.29,1,51.72
1,D28,T59,3,3.0,1.0,4.0,backend,3,8,1,2,2,2,10,50.81,0.72,5.05,18.26,2,14.77
1,D10,T33,1,4.0,2.0,4.0,backend,10,3,0,5,2,4,20,0.0,0.38,0.88,51.88,6,0.0
1,D24,T92,1,4.0,4.0,4.0,backend,8,2,0,1,0,3,24,0.0,0.32,0.47,16.1,3,0.0
1,D15,T66,1,4.0,3.0,3.0,backend,10,2,1,4,0,5,35,0.0,0.64,0.83,45.67,2,0.0
1,D18,T16,2,5.0,3.0,4.0,frontend,3,4,5,2,0,2,16,18.84,0.83,2.69,12.27,1,66.1
1,D4,T31,1,1.0,4.0,2.0,backend,4,5,0,4,0,6,24,23.44,0.89,3.26,23.86,2,5.84
1,D27,T52,2,3.0,1.0,5.0,frontend,9,7,1,1,0,6,24,0.0,0.61,3.12,27.45,8,0.0
1,D27,T50,2,3.0,1.0,5.0,db,10,2,0,0,2,5,35,0.0,0.5,0.65,59.36,9,0.0
1,D27,T70,2,3.0,1.0,5.0,db,10,3,1,0,2,3,24,0.0,0.53,1.16,37.93,5,0.0
1,D22,T14,3,5.0,3.0,5.0,db,1,5,2,0,1,5,40,0.0,0.28,0.87,5.97,1,0.0
1,D26,T39,1,3.0,1.0,4.0,frontend,4,2,3,0,2,5,15,38.3,0.89,1.46,22.42,0,45.94
1,D22,T80,3,5.0,3.0,5.0,frontend,2,2,1,2,0,2,12,59.92,0.32,0.55,5.48,1,23.43
1,D20,T15,3,3.0,1.0,2.0,backend,5,6,0,1,1,5,20,0.0,0.82,3.78,9.02,2,6.1
1,D23,T65,3,3.0,4.0,2.0,frontend,4,6,2,2,2,1,8,54.79,0.78,4.22,14.11,0,25.66
1,D30,T50,3,1.0,2.0,2.0,db,10,2,0,0,2,1,5,81.53,0.87,1.63,29.45,0,21.72
1,D16,T43,1,3.0,5.0,2.0,db,9,7,2,1,5,2,10,46.88,0.41,2.52,41.44,13,0.0
1,D10,T27,1,4.0,2.0,4.0,backend,5,6,0,1,1,6,42,0.0,0.59,2.16,21.19,5,0.0
1,D8,T40,2,2.0,1.0,2.0,backend,1,7,0,4,0,1,7,77.39,0.48,3.07,3.17,0,60.43
1,D5,T91,1,3.0,3.0,2.0,db,3,1,0,2,2,5,15,15.96,0.86,0.71,12.33,1,32.29
1,D14,T22,1,1.0,5.0,5.0,db,2,2,2,0,2,2,16,44.72,0.36,0.58,12.32,2,0.02
1,D21,T62,3,1.0,4.0,5.0,frontend,2,1,4,0,0,4,24,0.0,0.29,0.21,3.49,2,0.0
1,D22,T29,3,5.0,3.0,5.0,frontend,7,8,3,1,2,4,16,43.17,0.57,3.69,35.17,0,18.3
1,D30,T65,3,1.0,2.0,2.0,frontend,4,6,2,2,2,4,28,0.0,0.88,3.68,10.85,6,0.0
1,D19,T80,1,3.0,5.0,3.0,frontend,2,2,1,2,0,3,9,63.06,0.52,0.92,7.62,0,36.05
1,D26,T82,1,3.0,1.0,4.0,frontend,4,1,5,1,2,6,30,0.0,0.7,0.48,16.99,4,0.0
1,D18,T86,2,5.0,3.0,4.0,backend,8,7,2,5,2,5,20,13.52,0.55,2.96,18.01,7,0.0
1,D23,T30,3,3.0,4.0,2.0,frontend,6,1,1,1,1,4,32,0.0,0.58,0.39,14.5,2,0.0
1,D29,T10,2,2.0,3.0,1.0,frontend,2,8,3,0,0,2,6,73.61,0.7,5.18,7.04,0,43.92
1,D19,T16,1,3.0,5.0,3.0,frontend,3,4,5,2,0,5,25,0.0,0.52,1.5,13.44,3,0.0
1,D17,T60,3,1.0,4.0,2.0,frontend,5,7,2,2,0,6,36,0.0,0.72,3.23,9.41,3,0.0
1,D1,T37,3,4.0,5.0,3.0,backend,10,2,2,4,1,2,10,41.39,0.72,1.26,29.59,3,2.38
1,D19,T54,1,3.0,5.0,3.0,frontend,5,4,2,2,0,6,48,0.0,0.64,1.49,36.73,2,0.0
1,D12,T13,2,4.0,4.0,1.0,db,6,8,1,0,4,4,16,23.61,0.35,2.27,33.29,2,0.0
1,D28,T40,3,3.0,1.0,4.0,backend,1,7,0,4,0,4,20,19.48,0.37,1.99,1.92,0,29.41
1,D6,T29,3,3.0,4.0,4.0,frontend,7,8,3,1,2,2,8,55.96,0.79,5.7,41.44,4,0.0
1,D3,T100,3,5.0,2.0,4.0,db,3,8,2,0,1,1,4,78.38,0.45,3.42,24.59,3,8.94
1,D9,T33,3,4.0,4.0,5.0,backend,10,3,0,5,2,1,3,84.06,0.59,1.7,50.64,2,0.0
1,D20,T21,3,3.0,1.0,2.0,frontend,4,1,4,2,2,5,30,0.0,0.83,0.57,14.82,0,14.01
1,D30,T31,3,1.0,2.0,2.0,backend,4,5,0,4,0,5,20,0.0,0.65,2.5,18.7,5,0.0
1,D2,T86,2,3.0,3.0,3.0,backend,8,7,2,5,2,1,3,82.84,0.68,4.58,33.24,10,0.0
1,D30,T68,3,1.0,2.0,2.0,backend,2,3,1,2,1,5,20,31.38,0.97,2.24,3.45,0,61.03
1,D16,T51,1,3.0,5.0,2.0,backend,10,4,0,1,2,6,36,0.0,0.37,0.95,35.18,5,0.0
1,D21,T44,3,1.0,4.0,5.0,frontend,3,4,4,0,2,1,6,73.57,0.35,1.3,8.49,1,28.54
1,D17,T49,3,1.0,4.0,2.0,frontend,4,4,5,1,2,2,8,57.74,0.37,1.33,11.09,2,20.55
1,D6,T48,3,3.0,4.0,4.0,db,8,8,0,2,1,2,16,23.91,0.45,2.92,63.58,7,0.0
1,D2,T39,2,3.0,3.0,3.0,frontend,4,2,3,0,2,5,30,0.0,0.82,1.12,18.68,4,0.0
1,D11,T45,2,4.0,5.0,2.0,frontend,7,5,2,0,2,3,24,0.0,0.51,1.87,51.37,3,0.0
1,D1,T30,3,4.0,5.0,3.0,frontend,6,1,1,1,1,6,30,0.0,0.38,0.26,21.95,3,0.0
1,D23,T14,3,3.0,4.0,2.0,db,1,5,2,0,1,2,14,46.98,0.65,2.7,3.55,1,38.7
1,D29,T50,2,2.0,3.0,1.0,db,10,2,0,0,2,5,30,0.0,0.67,0.91,25.51,3,0.0
1,D6,T34,3,3.0,4.0,4.0,backend,1,4,1,3,0,5,40,0.0,0.66,1.63,6.16,0,0.3
1,D4,T73,1,1.0,4.0,2.0,frontend,3,8,2,0,1,4,16,18.79,0.65,4.21,24.28,1,5.89
1,D21,T92,3,1.0,4.0,5.0,backend,8,2,0,1,0,6,24,9.73,0.44,0.64,34.85,6,0.0
1,D17,T59,3,1.0,4.0,2.0,backend,3,8,1,2,2,2,14,28.85,0.76,5.06,11.92,2,40.31
1,D23,T33,3,3.0,4.0,2.0,backend,10,3,0,5,2,3,15,14.63,0.73,1.8,47.19,6,0.0
1,D1,T35,3,4.0,5.0,3.0,frontend,3,3,1,1,2,1,5,74.31,0.41,1.15,14.25,1,10.43
1,D17,T64,3,1.0,4.0,2.0,backend,3,1,0,3,0,3,21,31.75,0.77,0.58,5.2,1,65.02
1,D15,T11,1,4.0,3.0,3.0,frontend,4,1,3,0,0,1,6,81.49,0.64,0.59,6.97,1,49.99
1,D25,T51,3,2.0,4.0,1.0,backend,10,4,0,1,2,1,4,78.22,0.51,1.94,27.36,1,0.0
1,D20,T28,3,3.0,1.0,2.0,backend,1,7,0,5,0,3,24,0.0,0.31,1.59,2.53,0,1.5
1,D20,T73,3,3.0,1.0,2.0,frontend,3,8,2,0,1,3,15,17.4,0.8,5.25,6.59,1,36.99
1,D10,T19,1,4.0,2.0,4.0,frontend,9,3,2,2,1,4,12,45.61,0.67,1.72,42.99,4,0.0
1,D20,T31,3,3.0,1.0,2.0,backend,4,5,0,4,0,1,4,79.03,0.43,2.04,6.13,3,34.4
1,D27,T85,2,3.0,1.0,5.0,frontend,9,1,4,1,2,3,9,48.67,0.79,0.7,18.69,1,29.16
1,D5,T63,1,3.0,3.0,2.0,db,5,6,0,0,2,3,12,42.5,0.76,3.9,23.34,2,13.2
1,D2,T36,2,3.0,3.0,3.0,frontend,2,5,1,1,0,1,5,70.7,0.57,2.67,7.61,1,32.47
1,D14,T87,1,1.0,5.0,5.0,backend,2,4,1,1,1,2,12,44.65,0.4,1.37,10.42,0,35.01
1,D18,T52,2,5.0,3.0,4.0,frontend,9,7,1,1,0,4,32,0.0,0.3,1.4,42.37,7,0.0
1,D22,T15,3,5.0,3.0,5.0,backend,5,6,0,1,1,6,30,0.0,0.39,1.6,15.61,2,0.0
1,D16,T90,1,3.0,5.0,2.0,frontend,10,6,3,2,0,2,12,32.17,0.79,4.05,39.48,2,0.09
1,D11,T44,2,4.0,5.0,2.0,frontend,3,4,4,0,2,4,28,0.0,0.75,2.09,8.34,1,20.92
1,D7,T9,3,5.0,1.0,2.0,backend,8,4,0,3,0,1,4,81.56,0.45,1.71,25.24,3,0.0
1,D5,T15,1,3.0,3.0,2.0,backend,5,6,0,1,1,4,16,33.11,0.58,2.82,13.44,3,32.68
1,D25,T60,3,2.0,4.0,1.0,frontend,5,7,2,2,0,5,25,0.0,0.87,4.4,25.84,4,0.0
2,D25,T87,3,2.005,4.015,1.014,backend,2,4,1,1,1,6,48,0.0,0.5875,1.37,6.07,2,17.86
2,D29,T7,2,2.08,3.071,1.031,backend,5,5,0,3,2,3,21,0.0,0.8584,3.26,12.12,3,0.0
2,D25,T72,3,2.005,4.015,1.014,db,3,7,2,2,4,5,15,48.72,0.5408,3.11,5.08,0,28.98
2,D12,T98,2,4.054,4.001,1.076,backend,1,7,0,1,2,5,15,48.38,0.4095,2.35,4.5,1,36.06
2,D6,T75,3,3.002,4.009,4.009,backend,1,5,1,1,1,6,18,1.25,0.4485,1.77,6.32,1,8.12
2,D7,T98,3,5.0,1.055,2.042,backend,1,7,0,1,2,5,35,0.0,0.7421,3.37,4.35,0,25.27
2,D26,T72,1,3.008,1.0,4.037,db,3,7,2,2,4,2,12,38.14,0.9153,5.47,6.8,1,31.85
2,D22,T28,3,5.0,3.009,5.0,backend,1,7,0,5,0,5,35,0.0,0.3611,1.64,2.12,1,0.0
2,D20,T75,3,3.002,1.015,2.015,backend,1,5,1,1,1,5,20,39.61,0.8677,3.34,3.32,1,76.87
2,D15,T14,1,4.018,3.047,3.06,db,1,5,2,0,1,6,48,0.0,0.5399,1.57,1.86,1,8.28
2,D13,T43,1,2.009,5.0,2.05,db,9,7,2,1,5,6,30,8.76,0.4457,2.13,88.47,4,0.0
2,D15,T67,1,4.018,3.047,3.06,backend,5,6,2,5,0,3,15,54.34,0.5729,2.82,17.24,3,10.29
2,D12,T51,2,4.054,4.001,1.076,backend,10,4,0,1,2,1,7,66.2,0.4095,1.5,44.31,0,13.04
2,D13,T94,1,2.009,5.0,2.05,backend,5,8,2,3,0,6,36,0.0,0.6981,3.58,33.76,8,0.0
2,D7,T91,3,5.0,1.055,2.042,db,3,1,0,2,2,4,20,16.04,0.7977,0.61,13.17,1,19.4
2,D9,T21,3,4.002,4.025,5.0,frontend,4,1,4,2,2,2,14,29.8,0.8085,0.67,5.04,1,42.77
2,D19,T43,1,3.035,5.0,3.002,db,9,7,2,1,5,1,4,86.84,0.5292,3.52,37.09,3,0.0
2,D23,T62,3,3.017,4.023,2.035,frontend,2,1,4,0,0,1,8,67.93,0.6198,0.56,5.75,0,62.64
2,D3,T40,3,5.0,2.004,4.003,backend,1,7,0,4,0,3,9,50.27,0.3904,2.43,2.91,2,34.92
2,D4,T87,1,1.007,4.042,2.043,backend,2,4,1,1,1,5,40,0.0,0.6033,1.49,2.5,1,22.77
2,D4,T52,1,1.007,4.042,2.043,frontend,9,7,1,1,0,4,24,0.0,0.7858,4.02,27.84,5,0.0
2,D7,T97,3,5.0,1.055,2.042,backend,9,2,1,3,0,6,48,0.0,0.5053,0.59,53.87,7,0.0
2,D12,T6,2,4.054,4.001,1.076,db,7,4,0,1,1,3,18,33.8,0.7192,2.27,54.3,1,0.0
2,D23,T24,3,3.017,4.023,2.035,frontend,1,8,5,2,1,1,3,89.19,0.6298,4.85,4.11,2,42.39
